day,hour,junction_id,is_rush_hour,is_weekend,weather_encoded,vehicle_count,congestion_level
13,15,J4,0,1,2,5,0
13,15,J5,0,1,2,9,0
13,16,J1,0,1,1,24,0
13,16,J2,0,1,2,1,0
13,16,J3,0,1,0,10,0
13,16,J4,0,1,0,7,0
13,16,J5,0,1,1,18,0
13,17,J1,1,1,1,66,2
13,17,J2,1,1,2,78,2
13,17,J3,1,1,0,49,1
13,17,J4,1,1,2,59,1
13,17,J5,1,1,2,57,1
13,18,J1,1,1,0,63,2
13,18,J2,1,1,1,58,1
13,18,J3,1,1,2,64,2
13,18,J4,1,1,2,40,1
13,18,J5,1,1,1,68,2
13,19,J1,1,1,2,35,1
13,19,J2,1,1,2,36,1
13,19,J3,1,1,0,43,1
13,19,J4,1,1,2,64,2
13,19,J5,1,1,1,86,2
13,20,J1,0,1,1,20,0
13,20,J2,0,1,2,11,0
13,20,J3,0,1,1,28,0
13,20,J4,0,1,2,5,0
13,20,J5,0,1,2,9,0
13,21,J1,0,1,2,10,0
13,21,J2,0,1,2,16,0
13,21,J3,0,1,0,9,0
13,21,J4,0,1,2,9,0
13,21,J5,0,1,1,24,0
13,22,J1,0,1,0,16,0
13,22,J2,0,1,0,19,0
13,22,J3,0,1,1,35,1
13,22,J4,0,1,0,20,0
13,22,J5,0,1,1,26,0
13,23,J1,0,1,1,35,1
13,23,J2,0,1,2,4,0
13,23,J3,0,1,1,21,0
13,23,J4,0,1,2,13,0
13,23,J5,0,1,1,26,0
14,0,J1,0,0,2,23,0
14,0,J2,0,0,0,19,0
14,0,J3,0,0,0,22,0
14,0,J4,0,0,0,19,0
14,0,J5,0,0,2,23,0
14,1,J1,0,0,0,25,0
14,1,J2,0,0,1,36,1
14,1,J3,0,0,0,20,0
14,1,J4,0,0,0,19,0
14,1,J5,0,0,1,35,1
14,2,J1,0,0,1,38,1
14,2,J2,0,0,1,33,1
14,2,J3,0,0,0,25,0
14,2,J4,0,0,2,24,0
14,2,J5,0,0,2,16,0
14,3,J1,0,0,1,36,1
14,3,J2,0,0,0,25,0
14,3,J3,0,0,1,37,1
14,3,J4,0,0,1,27,0
14,3,J5,0,0,0,18,0
14,4,J1,0,0,1,40,1
14,4,J2,0,0,1,32,1
14,4,J3,0,0,2,17,0
14,4,J4,0,0,0,22,0
14,4,J5,0,0,1,37,1
14,5,J1,0,0,1,35,1
14,5,J2,0,0,0,22,0
14,5,J3,0,0,1,30,1
14,5,J4,0,0,2,17,0
14,5,J5,0,0,1,28,0
14,6,J1,0,0,2,21,0
14,6,J2,0,0,2,21,0
14,6,J3,0,0,1,38,1
14,6,J4,0,0,1,25,0
14,6,J5,0,0,2,18,0
14,7,J1,0,0,2,20,0
14,7,J2,0,0,0,20,0
14,7,J3,0,0,2,18,0
14,7,J4,0,0,0,25,0
14,7,J5,0,0,0,25,0
14,8,J1,1,0,2,55,1
14,8,J2,1,0,2,78,2
14,8,J3,1,0,1,66,2
14,8,J4,1,0,2,67,2
14,8,J5,1,0,0,47,1
14,9,J1,1,0,1,96,2
14,9,J2,1,0,2,70,2
14,9,J3,1,0,2,61,2
14,9,J4,1,0,2,54,1
14,9,J5,1,0,1,71,2
14,10,J1,0,0,1,28,0
14,10,J2,0,0,0,17,0
14,10,J3,0,0,0,15,0
14,10,J4,0,0,2,23,0
14,10,J5,0,0,0,16,0
14,11,J1,0,0,1,35,1
14,11,J2,0,0,1,39,1
14,11,J3,0,0,2,24,0
14,11,J4,0,0,0,24,0
14,11,J5,0,0,0,25,0
14,12,J1,0,0,0,25,0
14,12,J2,0,0,0,15,0
14,12,J3,0,0,2,16,0
14,12,J4,0,0,1,38,1
14,12,J5,0,0,0,23,0
14,13,J1,0,0,1,34,1
14,13,J2,0,0,0,25,0
14,13,J3,0,0,2,15,0
14,13,J4,0,0,1,41,1
14,13,J5,0,0,0,25,0
14,14,J1,0,0,2,19,0
14,14,J2,0,0,2,24,0
14,14,J3,0,0,2,17,0
14,14,J4,0,0,1,34,1
14,14,J5,0,0,2,24,0
14,15,J1,0,0,0,19,0
14,15,J2,0,0,0,16,0
14,15,J3,0,0,1,37,1
14,15,J4,0,0,0,19,0
14,15,J5,0,0,2,18,0
14,16,J1,0,0,1,35,1
14,16,J2,0,0,0,15,0
14,16,J3,0,0,2,22,0
14,16,J4,0,0,0,22,0
14,16,J5,0,0,1,28,0
14,17,J1,1,0,0,67,2
14,17,J2,1,0,0,80,2
14,17,J3,1,0,2,62,2
14,17,J4,1,0,0,77,2
14,17,J5,1,0,0,69,2
14,18,J1,1,0,1,85,2
14,18,J2,1,0,1,70,2
14,18,J3,1,0,0,73,2
14,18,J4,1,0,0,76,2
14,18,J5,1,0,1,95,2
14,19,J1,1,0,1,80,2
14,19,J2,1,0,0,47,1
14,19,J3,1,0,2,67,2
14,19,J4,1,0,1,82,2
14,19,J5,1,0,1,89,2
14,20,J1,0,0,1,28,0
14,20,J2,0,0,1,38,1
14,20,J3,0,0,1,38,1
14,20,J4,0,0,1,37,1
14,20,J5,0,0,0,17,0
14,21,J1,0,0,2,15,0
14,21,J2,0,0,0,16,0
14,21,J3,0,0,1,41,1
14,21,J4,0,0,2,25,0
14,21,J5,0,0,1,36,1
14,22,J1,0,0,1,39,1
14,22,J2,0,0,0,25,0
14,22,J3,0,0,2,17,0
14,22,J4,0,0,1,33,1
14,22,J5,0,0,1,32,1
14,23,J1,0,0,0,19,0
14,23,J2,0,0,2,20,0
14,23,J3,0,0,0,25,0
14,23,J4,0,0,2,24,0
14,23,J5,0,0,2,24,0
15,0,J1,0,0,0,25,0
15,0,J2,0,0,1,41,1
15,0,J3,0,0,2,24,0
15,0,J4,0,0,0,21,0
15,0,J5,0,0,2,18,0
15,1,J1,0,0,1,40,1
15,1,J2,0,0,2,25,0
15,1,J3,0,0,1,35,1
15,1,J4,0,0,2,15,0
15,1,J5,0,0,0,25,0
15,2,J1,0,0,0,23,0
15,2,J2,0,0,1,34,1
15,2,J3,0,0,0,22,0
15,2,J4,0,0,1,33,1
15,2,J5,0,0,1,33,1
15,3,J1,0,0,0,23,0
15,3,J2,0,0,2,21,0
15,3,J3,0,0,1,29,0
15,3,J4,0,0,1,41,1
15,3,J5,0,0,1,33,1
15,4,J1,0,0,1,31,1
15,4,J2,0,0,1,35,1
15,4,J3,0,0,0,21,0
15,4,J4,0,0,1,33,1
15,4,J5,0,0,2,15,0
15,5,J1,0,0,0,24,0
15,5,J2,0,0,2,25,0
15,5,J3,0,0,1,41,1
15,5,J4,0,0,0,25,0
15,5,J5,0,0,2,22,0
15,6,J1,0,0,1,30,1
15,6,J2,0,0,0,22,0
15,6,J3,0,0,1,42,1
15,6,J4,0,0,2,22,0
15,6,J5,0,0,2,25,0
15,7,J1,0,0,1,33,1
15,7,J2,0,0,0,25,0
15,7,J3,0,0,0,15,0
15,7,J4,0,0,1,40,1
15,7,J5,0,0,1,41,1
15,8,J1,1,0,1,78,2
15,8,J2,1,0,0,62,2
15,8,J3,1,0,2,74,2
15,8,J4,1,0,0,62,2
15,8,J5,1,0,0,52,1
15,9,J1,1,0,1,71,2
15,9,J2,1,0,2,56,1
15,9,J3,1,0,1,76,2
15,9,J4,1,0,2,55,1
15,9,J5,1,0,1,93,2
15,10,J1,0,0,0,22,0
15,10,J2,0,0,0,23,0
15,10,J3,0,0,2,15,0
15,10,J4,0,0,2,21,0
15,10,J5,0,0,2,22,0
15,11,J1,0,0,2,17,0
15,11,J2,0,0,2,24,0
15,11,J3,0,0,0,17,0
15,11,J4,0,0,0,21,0
15,11,J5,0,0,2,24,0
15,12,J1,0,0,2,20,0
15,12,J2,0,0,2,21,0
15,12,J3,0,0,1,37,1
15,12,J4,0,0,1,36,1
15,12,J5,0,0,1,34,1
15,13,J1,0,0,0,21,0
15,13,J2,0,0,2,23,0
15,13,J3,0,0,1,38,1
15,13,J4,0,0,2,23,0
15,13,J5,0,0,2,18,0
15,14,J1,0,0,0,18,0
15,14,J2,0,0,2,19,0
15,14,J3,0,0,2,20,0
15,14,J4,0,0,2,17,0
15,14,J5,0,0,2,25,0
15,15,J1,0,0,0,23,0
15,15,J2,0,0,2,25,0
15,15,J3,0,0,1,31,1
15,15,J4,0,0,2,22,0
15,15,J5,0,0,2,24,0
15,16,J1,0,0,2,21,0
15,16,J2,0,0,2,23,0
15,16,J3,0,0,1,31,1
15,16,J4,0,0,2,16,0
15,16,J5,0,0,0,21,0
15,17,J1,1,0,0,56,1
15,17,J2,1,0,0,55,1
15,17,J3,1,0,0,64,2
15,17,J4,1,0,1,63,2
15,17,J5,1,0,0,77,2
15,18,J1,1,0,0,63,2
15,18,J2,1,0,0,74,2
15,18,J3,1,0,2,65,2
15,18,J4,1,0,2,73,2
15,18,J5,1,0,1,74,2
15,19,J1,1,0,2,66,2
15,19,J2,1,0,1,83,2
15,19,J3,1,0,1,93,2
15,19,J4,1,0,0,72,2
15,19,J5,1,0,0,71,2
15,20,J1,0,0,0,25,0
15,20,J2,0,0,2,25,0
15,20,J3,0,0,1,42,1
15,20,J4,0,0,2,24,0
15,20,J5,0,0,0,18,0
15,21,J1,0,0,1,34,1
15,21,J2,0,0,2,16,0
15,21,J3,0,0,0,17,0
15,21,J4,0,0,2,23,0
15,21,J5,0,0,0,21,0
15,22,J1,0,0,0,21,0
15,22,J2,0,0,1,37,1
15,22,J3,0,0,0,17,0
15,22,J4,0,0,2,19,0
15,22,J5,0,0,0,20,0
15,23,J1,0,0,1,27,0
15,23,J2,0,0,0,20,0
15,23,J3,0,0,2,15,0
15,23,J4,0,0,2,24,0
15,23,J5,0,0,2,19,0
16,0,J1,0,0,1,42,1
16,0,J2,0,0,1,31,1
16,0,J3,0,0,2,18,0
16,0,J4,0,0,0,23,0
16,0,J5,0,0,0,23,0
16,1,J1,0,0,0,21,0
16,1,J2,0,0,2,23,0
16,1,J3,0,0,1,31,1
16,1,J4,0,0,0,18,0
16,1,J5,0,0,2,20,0
16,2,J1,0,0,1,34,1
16,2,J2,0,0,0,24,0
16,2,J3,0,0,2,22,0
16,2,J4,0,0,2,25,0
16,2,J5,0,0,0,16,0
16,3,J1,0,0,2,20,0
16,3,J2,0,0,1,38,1
16,3,J3,0,0,2,24,0
16,3,J4,0,0,0,15,0
16,3,J5,0,0,2,20,0
16,4,J1,0,0,1,32,1
16,4,J2,0,0,1,37,1
16,4,J3,0,0,0,23,0
16,4,J4,0,0,1,41,1
16,4,J5,0,0,1,32,1
16,5,J1,0,0,1,38,1
16,5,J2,0,0,1,34,1
16,5,J3,0,0,0,17,0
16,5,J4,0,0,2,23,0
16,5,J5,0,0,0,25,0
16,6,J1,0,0,0,18,0
16,6,J2,0,0,2,25,0
16,6,J3,0,0,0,25,0
16,6,J4,0,0,1,29,0
16,6,J5,0,0,2,21,0
16,7,J1,0,0,2,16,0
16,7,J2,0,0,2,25,0
16,7,J3,0,0,0,15,0
16,7,J4,0,0,1,30,1
16,7,J5,0,0,0,16,0
16,8,J1,1,0,0,54,1
16,8,J2,1,0,2,56,1
16,8,J3,1,0,0,78,2
16,8,J4,1,0,1,84,2
16,8,J5,1,0,1,73,2
16,9,J1,1,0,1,85,2
16,9,J2,1,0,0,74,2
16,9,J3,1,0,0,78,2
16,9,J4,1,0,0,68,2
16,9,J5,1,0,1,93,2
16,10,J1,0,0,1,39,1
16,10,J2,0,0,2,16,0
16,10,J3,0,0,1,38,1
16,10,J4,0,0,1,35,1
16,10,J5,0,0,1,35,1
16,11,J1,0,0,0,17,0
16,11,J2,0,0,2,21,0
16,11,J3,0,0,2,19,0
16,11,J4,0,0,2,17,0
16,11,J5,0,0,1,45,1
16,12,J1,0,0,1,33,1
16,12,J2,0,0,2,17,0
16,12,J3,0,0,0,15,0
16,12,J4,0,0,0,24,0
16,12,J5,0,0,2,21,0
16,13,J1,0,0,2,23,0
16,13,J2,0,0,0,19,0
16,13,J3,0,0,0,20,0
16,13,J4,0,0,0,21,0
16,13,J5,0,0,2,23,0
16,14,J1,0,0,0,17,0
16,14,J2,0,0,0,18,0
16,14,J3,0,0,2,19,0
16,14,J4,0,0,0,16,0
16,14,J5,0,0,0,25,0
16,15,J1,0,0,2,15,0
16,15,J2,0,0,2,22,0
16,15,J3,0,0,2,23,0
16,15,J4,0,0,0,19,0
16,15,J5,0,0,2,16,0
16,16,J1,0,0,1,29,0
16,16,J2,0,0,2,24,0
16,16,J3,0,0,1,35,1
16,16,J4,0,0,0,25,0
16,16,J5,0,0,2,18,0
16,17,J1,1,0,0,63,2
16,17,J2,1,0,0,76,2
16,17,J3,1,0,1,82,2
16,17,J4,1,0,2,70,2
16,17,J5,1,0,2,65,2
16,18,J1,1,0,2,68,2
16,18,J2,1,0,1,93,2
16,18,J3,1,0,0,58,1
16,18,J4,1,0,0,77,2
16,18,J5,1,0,1,70,2
16,19,J1,1,0,2,73,2
16,19,J2,1,0,1,81,2
16,19,J3,1,0,1,79,2
16,19,J4,1,0,0,74,2
16,19,J5,1,0,0,75,2
16,20,J1,0,0,0,23,0
16,20,J2,0,0,0,19,0
16,20,J3,0,0,2,25,0
16,20,J4,0,0,0,16,0
16,20,J5,0,0,0,23,0
16,21,J1,0,0,2,15,0
16,21,J2,0,0,2,24,0
16,21,J3,0,0,1,37,1
16,21,J4,0,0,0,23,0
16,21,J5,0,0,1,41,1
16,22,J1,0,0,1,37,1
16,22,J2,0,0,1,34,1
16,22,J3,0,0,2,19,0
16,22,J4,0,0,0,22,0
16,22,J5,0,0,2,23,0
16,23,J1,0,0,0,21,0
16,23,J2,0,0,1,33,1
16,23,J3,0,0,2,18,0
16,23,J4,0,0,2,25,0
16,23,J5,0,0,0,23,0
17,0,J1,0,0,0,22,0
17,0,J2,0,0,0,17,0
17,0,J3,0,0,2,24,0
17,0,J4,0,0,2,17,0
17,0,J5,0,0,2,22,0
17,1,J1,0,0,1,28,0
17,1,J2,0,0,1,29,0
17,1,J3,0,0,1,33,1
17,1,J4,0,0,0,25,0
17,1,J5,0,0,0,23,0
17,2,J1,0,0,1,38,1
17,2,J2,0,0,1,25,0
17,2,J3,0,0,2,20,0
17,2,J4,0,0,0,23,0
17,2,J5,0,0,2,19,0
17,3,J1,0,0,2,19,0
17,3,J2,0,0,2,23,0
17,3,J3,0,0,2,17,0
17,3,J4,0,0,1,41,1
17,3,J5,0,0,1,44,1
17,4,J1,0,0,0,23,0
17,4,J2,0,0,1,34,1
17,4,J3,0,0,2,21,0
17,4,J4,0,0,1,37,1
17,4,J5,0,0,1,34,1
17,5,J1,0,0,2,17,0
17,5,J2,0,0,1,30,1
17,5,J3,0,0,0,23,0
17,5,J4,0,0,2,19,0
17,5,J5,0,0,0,17,0
17,6,J1,0,0,0,17,0
17,6,J2,0,0,1,35,1
17,6,J3,0,0,2,18,0
17,6,J4,0,0,1,31,1
17,6,J5,0,0,1,42,1
17,7,J1,0,0,1,37,1
17,7,J2,0,0,0,25,0
17,7,J3,0,0,1,28,0
17,7,J4,0,0,0,17,0
17,7,J5,0,0,2,24,0
17,8,J1,1,0,0,59,1
17,8,J2,1,0,2,55,1
17,8,J3,1,0,0,48,1
17,8,J4,1,0,1,94,2
17,8,J5,1,0,1,93,2
17,9,J1,1,0,0,83,2
17,9,J2,1,0,1,89,2
17,9,J3,1,0,1,88,2
17,9,J4,1,0,0,58,1
17,9,J5,1,0,2,58,1
17,10,J1,0,0,0,24,0
17,10,J2,0,0,2,23,0
17,10,J3,0,0,1,37,1
17,10,J4,0,0,1,41,1
17,10,J5,0,0,2,16,0
17,11,J1,0,0,0,21,0
17,11,J2,0,0,1,28,0
17,11,J3,0,0,0,18,0
17,11,J4,0,0,2,23,0
17,11,J5,0,0,2,21,0
17,12,J1,0,0,0,24,0
17,12,J2,0,0,0,17,0
17,12,J3,0,0,1,43,1
17,12,J4,0,0,0,23,0
17,12,J5,0,0,2,16,0
17,13,J1,0,0,0,22,0
17,13,J2,0,0,2,17,0
17,13,J3,0,0,2,23,0
17,13,J4,0,0,0,25,0
17,13,J5,0,0,2,21,0
17,14,J1,0,0,2,21,0
17,14,J2,0,0,1,33,1
17,14,J3,0,0,1,35,1
17,14,J4,0,0,1,39,1
17,14,J5,0,0,2,24,0
17,15,J1,0,0,0,21,0
17,15,J2,0,0,0,19,0
17,15,J3,0,0,1,29,0
17,15,J4,0,0,1,42,1
17,15,J5,0,0,1,32,1
17,16,J1,0,0,0,15,0
17,16,J2,0,0,2,23,0
17,16,J3,0,0,0,23,0
17,16,J4,0,0,0,21,0
17,16,J5,0,0,2,18,0
17,17,J1,1,0,2,75,2
17,17,J2,1,0,1,69,2
17,17,J3,1,0,1,88,2
17,17,J4,1,0,1,96,2
17,17,J5,1,0,2,65,2
17,18,J1,1,0,1,85,2
17,18,J2,1,0,1,87,2
17,18,J3,1,0,0,64,2
17,18,J4,1,0,2,64,2
17,18,J5,1,0,1,84,2
17,19,J1,1,0,2,59,1
17,19,J2,1,0,0,71,2
17,19,J3,1,0,1,83,2
17,19,J4,1,0,0,67,2
17,19,J5,1,0,1,97,2
17,20,J1,0,0,2,25,0
17,20,J2,0,0,2,15,0
17,20,J3,0,0,0,21,0
17,20,J4,0,0,2,15,0
17,20,J5,0,0,0,17,0
17,21,J1,0,0,1,40,1
17,21,J2,0,0,0,16,0
17,21,J3,0,0,1,33,1
17,21,J4,0,0,0,24,0
17,21,J5,0,0,0,21,0
17,22,J1,0,0,1,44,1
17,22,J2,0,0,2,19,0
17,22,J3,0,0,2,24,0
17,22,J4,0,0,0,17,0
17,22,J5,0,0,2,22,0
17,23,J1,0,0,1,28,0
17,23,J2,0,0,2,23,0
17,23,J3,0,0,1,28,0
17,23,J4,0,0,2,23,0
17,23,J5,0,0,2,18,0
18,0,J1,0,0,2,17,0
18,0,J2,0,0,2,15,0
18,0,J3,0,0,1,38,1
18,0,J4,0,0,0,17,0
18,0,J5,0,0,0,19,0
18,1,J1,0,0,1,40,1
18,1,J2,0,0,1,40,1
18,1,J3,0,0,0,23,0
18,1,J4,0,0,0,16,0
18,1,J5,0,0,0,23,0
18,2,J1,0,0,1,42,1
18,2,J2,0,0,1,34,1
18,2,J3,0,0,0,24,0
18,2,J4,0,0,0,22,0
18,2,J5,0,0,1,34,1
18,3,J1,0,0,1,33,1
18,3,J2,0,0,2,16,0
18,3,J3,0,0,2,16,0
18,3,J4,0,0,2,19,0
18,3,J5,0,0,1,34,1
18,4,J1,0,0,1,42,1
18,4,J2,0,0,1,38,1
18,4,J3,0,0,2,22,0
18,4,J4,0,0,0,20,0
18,4,J5,0,0,1,42,1
18,5,J1,0,0,2,15,0
18,5,J2,0,0,1,30,1
18,5,J3,0,0,0,21,0
18,5,J4,0,0,2,18,0
18,5,J5,0,0,2,18,0
18,6,J1,0,0,1,36,1
18,6,J2,0,0,2,23,0
18,6,J3,0,0,0,19,0
18,6,J4,0,0,0,19,0
18,6,J5,0,0,0,21,0
18,7,J1,0,0,2,20,0
18,7,J2,0,0,0,23,0
18,7,J3,0,0,0,22,0
18,7,J4,0,0,1,33,1
18,7,J5,0,0,2,19,0
18,8,J1,1,0,0,85,2
18,8,J2,1,0,0,63,2
18,8,J3,1,0,0,71,2
18,8,J4,1,0,1,67,2
18,8,J5,1,0,0,80,2
18,9,J1,1,0,1,61,2
18,9,J2,1,0,0,76,2
18,9,J3,1,0,1,82,2
18,9,J4,1,0,0,79,2
18,9,J5,1,0,1,86,2
18,10,J1,0,0,2,19,0
18,10,J2,0,0,1,35,1
18,10,J3,0,0,1,34,1
18,10,J4,0,0,2,17,0
18,10,J5,0,0,0,23,0
18,11,J1,0,0,1,40,1
18,11,J2,0,0,0,23,0
18,11,J3,0,0,1,41,1
18,11,J4,0,0,0,22,0
18,11,J5,0,0,0,23,0
18,12,J1,0,0,1,30,1
18,12,J2,0,0,0,25,0
18,12,J3,0,0,0,21,0
18,12,J4,0,0,2,16,0
18,12,J5,0,0,1,39,1
18,13,J1,0,0,1,35,1
18,13,J2,0,0,1,32,1
18,13,J3,0,0,1,39,1
18,13,J4,0,0,1,34,1
18,13,J5,0,0,1,34,1
18,14,J1,0,0,2,20,0
18,14,J2,0,0,1,35,1
18,14,J3,0,0,1,36,1
18,14,J4,0,0,0,24,0
18,14,J5,0,0,2,18,0
18,15,J1,0,0,0,19,0
18,15,J2,0,0,0,23,0
18,15,J3,0,0,1,34,1
18,15,J4,0,0,0,17,0
18,15,J5,0,0,1,27,0
18,16,J1,0,0,1,34,1
18,16,J2,0,0,2,23,0
18,16,J3,0,0,2,20,0
18,16,J4,0,0,1,33,1
18,16,J5,0,0,2,24,0
18,17,J1,1,0,0,58,1
18,17,J2,1,0,2,50,1
18,17,J3,1,0,0,75,2
18,17,J4,1,0,1,92,2
18,17,J5,1,0,1,87,2
18,18,J1,1,0,1,82,2
18,18,J2,1,0,1,72,2
18,18,J3,1,0,0,66,2
18,18,J4,1,0,2,60,2
18,18,J5,1,0,2,75,2
18,19,J1,1,0,2,54,1
18,19,J2,1,0,1,83,2
18,19,J3,1,0,1,87,2
18,19,J4,1,0,1,85,2
18,19,J5,1,0,2,77,2
18,20,J1,0,0,0,25,0
18,20,J2,0,0,1,41,1
18,20,J3,0,0,2,24,0
18,20,J4,0,0,1,27,0
18,20,J5,0,0,0,20,0
18,21,J1,0,0,0,20,0
18,21,J2,0,0,1,39,1
18,21,J3,0,0,2,19,0
18,21,J4,0,0,2,25,0
18,21,J5,0,0,1,36,1
18,22,J1,0,0,1,42,1
18,22,J2,0,0,1,33,1
18,22,J3,0,0,0,15,0
18,22,J4,0,0,0,18,0
18,22,J5,0,0,2,19,0
18,23,J1,0,0,2,16,0
18,23,J2,0,0,0,17,0
18,23,J3,0,0,1,27,0
18,23,J4,0,0,0,22,0
18,23,J5,0,0,2,15,0
19,0,J1,0,1,0,12,0
19,0,J2,0,1,0,13,0
19,0,J3,0,1,2,9,0
19,0,J4,0,1,2,8,0
19,0,J5,0,1,0,11,0
19,1,J1,0,1,1,30,1
19,1,J2,0,1,2,8,0
19,1,J3,0,1,0,5,0
19,1,J4,0,1,1,28,0
19,1,J5,0,1,1,23,0
19,2,J1,0,1,2,4,0
19,2,J2,0,1,2,8,0
19,2,J3,0,1,2,9,0
19,2,J4,0,1,1,28,0
19,2,J5,0,1,2,11,0
19,3,J1,0,1,1,26,0
19,3,J2,0,1,1,25,0
19,3,J3,0,1,1,18,0
19,3,J4,0,1,0,4,0
19,3,J5,0,1,1,25,0
19,4,J1,0,1,0,10,0
19,4,J2,0,1,1,18,0
19,4,J3,0,1,2,7,0
19,4,J4,0,1,2,8,0
19,4,J5,0,1,1,28,0
19,5,J1,0,1,0,18,0
19,5,J2,0,1,1,27,0
19,5,J3,0,1,0,14,0
19,5,J4,0,1,0,11,0
19,5,J5,0,1,2,4,0
19,6,J1,0,1,1,26,0
19,6,J2,0,1,1,24,0
19,6,J3,0,1,0,7,0
19,6,J4,0,1,2,12,0
19,6,J5,0,1,1,22,0
19,7,J1,0,1,0,5,0
19,7,J2,0,1,0,18,0
19,7,J3,0,1,0,9,0
19,7,J4,0,1,1,29,0
19,7,J5,0,1,2,13,0
19,8,J1,1,1,0,51,1
19,8,J2,1,1,0,48,1
19,8,J3,1,1,1,73,2
19,8,J4,1,1,0,64,2
19,8,J5,1,1,1,87,2
19,9,J1,1,1,1,60,2
19,9,J2,1,1,0,46,1
19,9,J3,1,1,1,61,2
19,9,J4,1,1,2,71,2
19,9,J5,1,1,2,45,1
19,10,J1,0,1,2,11,0
19,10,J2,0,1,0,0,0
19,10,J3,0,1,2,10,0
19,10,J4,0,1,0,13,0
19,10,J5,0,1,2,9,0
19,11,J1,0,1,1,13,0
19,11,J2,0,1,0,17,0
19,11,J3,0,1,1,27,0
19,11,J4,0,1,1,34,1
19,11,J5,0,1,0,10,0
19,12,J1,0,1,2,12,0
19,12,J2,0,1,0,6,0
19,12,J3,0,1,0,15,0
19,12,J4,0,1,0,9,0
19,12,J5,0,1,1,30,1
19,13,J1,0,1,1,36,1
19,13,J2,0,1,0,15,0
19,13,J3,0,1,0,13,0
19,13,J4,0,1,2,12,0
19,13,J5,0,1,2,7,0
19,14,J1,0,1,2,9,0
19,14,J2,0,1,2,12,0
19,14,J3,0,1,0,10,0
19,14,J4,0,1,2,14,0
19,14,J5,0,1,2,6,0
19,15,J1,0,1,2,16,0
19,15,J2,0,1,1,22,0
19,15,J3,0,1,2,4,0
19,15,J4,0,1,0,4,0
19,15,J5,0,1,1,28,0
19,16,J1,0,1,1,37,1
19,16,J2,0,1,2,6,0
19,16,J3,0,1,0,6,0
19,16,J4,0,1,2,12,0
19,16,J5,0,1,2,19,0
19,17,J1,1,1,2,63,2
19,17,J2,1,1,2,62,2
19,17,J3,1,1,0,60,2
19,17,J4,1,1,1,75,2
19,17,J5,1,1,2,60,2
19,18,J1,1,1,0,48,1
19,18,J2,1,1,0,53,1
19,18,J3,1,1,0,54,1
19,18,J4,1,1,2,56,1
19,18,J5,1,1,2,54,1
19,19,J1,1,1,1,65,2
19,19,J2,1,1,0,54,1
19,19,J3,1,1,1,90,2
19,19,J4,1,1,2,62,2
19,19,J5,1,1,2,36,1
19,20,J1,0,1,2,11,0
19,20,J2,0,1,1,26,0
19,20,J3,0,1,0,12,0
19,20,J4,0,1,2,7,0
19,20,J5,0,1,0,12,0
19,21,J1,0,1,0,11,0
19,21,J2,0,1,0,10,0
19,21,J3,0,1,1,20,0
19,21,J4,0,1,1,33,1
19,21,J5,0,1,1,21,0
19,22,J1,0,1,2,12,0
19,22,J2,0,1,1,36,1
19,22,J3,0,1,2,8,0
19,22,J4,0,1,1,28,0
19,22,J5,0,1,1,29,0
19,23,J1,0,1,2,16,0
19,23,J2,0,1,2,13,0
19,23,J3,0,1,2,11,0
19,23,J4,0,1,1,21,0
19,23,J5,0,1,2,14,0
20,0,J1,0,1,2,18,0
20,0,J2,0,1,0,6,0
20,0,J3,0,1,1,25,0
20,0,J4,0,1,0,14,0
20,0,J5,0,1,2,11,0
20,1,J1,0,1,2,9,0
20,1,J2,0,1,0,8,0
20,1,J3,0,1,0,12,0
20,1,J4,0,1,1,29,0
20,1,J5,0,1,1,32,1
20,2,J1,0,1,1,27,0
20,2,J2,0,1,2,12,0
20,2,J3,0,1,0,12,0
20,2,J4,0,1,0,11,0
20,2,J5,0,1,1,17,0
20,3,J1,0,1,0,15,0
20,3,J2,0,1,1,21,0
20,3,J3,0,1,0,9,0
20,3,J4,0,1,0,10,0
20,3,J5,0,1,1,24,0
20,4,J1,0,1,0,13,0
20,4,J2,0,1,2,13,0
20,4,J3,0,1,2,9,0
20,4,J4,0,1,0,6,0
20,4,J5,0,1,1,28,0
20,5,J1,0,1,0,13,0
20,5,J2,0,1,1,26,0
20,5,J3,0,1,1,23,0
20,5,J4,0,1,2,18,0
20,5,J5,0,1,1,29,0
20,6,J1,0,1,2,6,0
20,6,J2,0,1,0,11,0
20,6,J3,0,1,0,9,0
20,6,J4,0,1,2,4,0
20,6,J5,0,1,2,9,0
20,7,J1,0,1,0,8,0
20,7,J2,0,1,1,31,1
20,7,J3,0,1,2,10,0
20,7,J4,0,1,2,10,0
20,7,J5,0,1,1,27,0
20,8,J1,1,1,1,83,2
20,8,J2,1,1,0,49,1
20,8,J3,1,1,2,37,1
20,8,J4,1,1,0,41,1
20,8,J5,1,1,0,64,2
20,9,J1,1,1,2,47,1
20,9,J2,1,1,0,63,2
20,9,J3,1,1,1,76,2
20,9,J4,1,1,1,60,2
20,9,J5,1,1,0,46,1
20,10,J1,0,1,1,30,1
20,10,J2,0,1,2,18,0
20,10,J3,0,1,0,13,0
20,10,J4,0,1,2,2,0
20,10,J5,0,1,1,26,0
20,11,J1,0,1,0,5,0
20,11,J2,0,1,0,13,0
20,11,J3,0,1,0,15,0
